filename,variance_of_laplacian,dest
000366.jpg,61.6470,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000366.jpg
000367.jpg,61.5493,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000367.jpg
000368.jpg,62.6473,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000368.jpg
000369.jpg,61.8950,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000369.jpg
000370.jpg,62.9240,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000370.jpg
000371.jpg,63.9616,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000371.jpg
000372.jpg,63.1143,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000372.jpg
000373.jpg,62.8932,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000373.jpg
000374.jpg,63.4464,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000374.jpg
000375.jpg,61.3071,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000375.jpg
000376.jpg,62.4365,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000376.jpg
000377.jpg,60.9238,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000377.jpg
000378.jpg,62.1249,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000378.jpg
000379.jpg,61.1247,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000379.jpg
000380.jpg,61.7507,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000380.jpg
000381.jpg,62.4000,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000381.jpg
000382.jpg,61.6553,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000382.jpg
000383.jpg,60.9915,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000383.jpg
000384.jpg,62.0325,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000384.jpg
000385.jpg,60.4638,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000385.jpg
000386.jpg,60.5940,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000386.jpg
000387.jpg,61.6562,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000387.jpg
000388.jpg,60.3829,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000388.jpg
000389.jpg,60.8454,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000389.jpg
000390.jpg,61.6775,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000390.jpg
000391.jpg,61.6779,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000391.jpg
000392.jpg,24.8232,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000392.jpg
000393.jpg,12.7464,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000393.jpg
000394.jpg,8.4058,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000394.jpg
000395.jpg,6.1715,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000395.jpg
000396.jpg,5.0825,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000396.jpg
000397.jpg,5.1370,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000397.jpg
000398.jpg,5.3449,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000398.jpg
000399.jpg,5.6670,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000399.jpg
000400.jpg,6.3325,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000400.jpg
000401.jpg,7.5834,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000401.jpg
000402.jpg,9.3767,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000402.jpg
000403.jpg,12.9937,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000403.jpg
000404.jpg,18.0478,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000404.jpg
000405.jpg,27.2745,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000405.jpg
000406.jpg,64.7859,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000406.jpg
000407.jpg,63.5748,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000407.jpg
000408.jpg,61.5083,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000408.jpg
000409.jpg,66.2298,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000409.jpg
000410.jpg,60.2230,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000410.jpg
000411.jpg,62.9265,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000411.jpg
000412.jpg,64.6040,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000412.jpg
000413.jpg,60.8925,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000413.jpg
000414.jpg,62.7502,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000414.jpg
000415.jpg,62.1901,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000415.jpg
000416.jpg,61.6871,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000416.jpg
000417.jpg,61.9939,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000417.jpg
000418.jpg,67.3064,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000418.jpg
000419.jpg,68.0452,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000419.jpg
000420.jpg,68.8029,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000420.jpg
000421.jpg,71.4125,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000421.jpg
000422.jpg,74.4649,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000422.jpg
000423.jpg,74.6896,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000423.jpg
000424.jpg,76.3198,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000424.jpg
000425.jpg,76.2015,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000425.jpg
000426.jpg,75.3929,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000426.jpg
000427.jpg,77.1480,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000427.jpg
000428.jpg,76.7354,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000428.jpg
000429.jpg,75.6519,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000429.jpg
000430.jpg,76.9367,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000430.jpg
000431.jpg,75.9532,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000431.jpg
000432.jpg,77.1800,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000432.jpg
000433.jpg,76.2769,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000433.jpg
000434.jpg,76.6761,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000434.jpg
000435.jpg,77.5420,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000435.jpg
000436.jpg,76.2128,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000436.jpg
000437.jpg,77.3641,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000437.jpg
000438.jpg,76.4009,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000438.jpg
000439.jpg,77.5969,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000439.jpg
000440.jpg,77.6050,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000440.jpg
000441.jpg,76.6535,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000441.jpg
000442.jpg,77.4829,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000442.jpg
000443.jpg,76.7988,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000443.jpg
000444.jpg,77.3747,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000444.jpg
000445.jpg,76.6619,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000445.jpg
000446.jpg,77.3129,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000446.jpg
000447.jpg,76.5679,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000447.jpg
000448.jpg,77.2927,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000448.jpg
000449.jpg,76.7220,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000449.jpg
000450.jpg,76.5865,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000450.jpg
000451.jpg,77.1601,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000451.jpg
000452.jpg,76.7405,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000452.jpg
000453.jpg,70.3970,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000453.jpg
000454.jpg,59.3321,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000454.jpg
000455.jpg,41.0554,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000455.jpg
000456.jpg,33.2612,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000456.jpg
000457.jpg,30.5443,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000457.jpg
000458.jpg,24.0757,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000458.jpg
000459.jpg,19.9844,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000459.jpg
000460.jpg,17.3455,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000460.jpg
000461.jpg,16.7532,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000461.jpg
000462.jpg,17.9149,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000462.jpg
000463.jpg,15.9199,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000463.jpg
000464.jpg,15.9189,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000464.jpg
000465.jpg,11.2741,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000465.jpg
000466.jpg,6.1162,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000466.jpg
000467.jpg,9.1592,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000467.jpg
000468.jpg,10.6058,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000468.jpg
000469.jpg,9.3454,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000469.jpg
000470.jpg,12.2522,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000470.jpg
000471.jpg,11.2005,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000471.jpg
000472.jpg,12.2142,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000472.jpg
000473.jpg,11.5850,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000473.jpg
000474.jpg,13.8485,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000474.jpg
000475.jpg,12.0853,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000475.jpg
000476.jpg,13.0027,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000476.jpg
000477.jpg,14.3883,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000477.jpg
000478.jpg,12.0775,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000478.jpg
000479.jpg,12.2962,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000479.jpg
000480.jpg,14.6346,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000480.jpg
000481.jpg,11.9319,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000481.jpg
000482.jpg,15.3575,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000482.jpg
000483.jpg,13.6677,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000483.jpg
000484.jpg,15.6010,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000484.jpg
000485.jpg,13.0574,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000485.jpg
000486.jpg,15.3014,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000486.jpg
000487.jpg,13.1209,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000487.jpg
000488.jpg,14.8437,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000488.jpg
000489.jpg,14.8606,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000489.jpg
000490.jpg,12.6840,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000490.jpg
000491.jpg,14.4659,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000491.jpg
000492.jpg,13.0808,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000492.jpg
000493.jpg,15.1656,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000493.jpg
000494.jpg,13.9463,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000494.jpg
000495.jpg,13.9420,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000495.jpg
000496.jpg,15.2522,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000496.jpg
000497.jpg,13.7116,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000497.jpg
000498.jpg,13.3171,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000498.jpg
000499.jpg,14.9940,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000499.jpg
000500.jpg,13.4205,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000500.jpg
000501.jpg,13.7968,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000501.jpg
000502.jpg,14.8667,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000502.jpg
000503.jpg,13.3919,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000503.jpg
000504.jpg,13.9688,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000504.jpg
000505.jpg,15.6329,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000505.jpg
000506.jpg,13.7185,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000506.jpg
000507.jpg,15.7312,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000507.jpg
000508.jpg,14.0864,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000508.jpg
000509.jpg,14.9952,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000509.jpg
000510.jpg,13.3461,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000510.jpg
000511.jpg,13.2169,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000511.jpg
000512.jpg,15.1261,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000512.jpg
000513.jpg,15.1271,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000513.jpg
000514.jpg,13.6352,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000514.jpg
000515.jpg,12.3863,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000515.jpg
000516.jpg,14.2743,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000516.jpg
000517.jpg,12.0095,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000517.jpg
000518.jpg,14.3103,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000518.jpg
000519.jpg,11.9908,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000519.jpg
000520.jpg,13.8579,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000520.jpg
000521.jpg,10.6009,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000521.jpg
000522.jpg,9.1597,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000522.jpg
000523.jpg,7.9671,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000523.jpg
000524.jpg,6.8249,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000524.jpg
000525.jpg,5.9471,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000525.jpg
000526.jpg,5.4152,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000526.jpg
000527.jpg,5.3732,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000527.jpg
000528.jpg,5.7690,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000528.jpg
000529.jpg,6.6326,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000529.jpg
000530.jpg,7.4368,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000530.jpg
000531.jpg,6.6263,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000531.jpg
000532.jpg,5.8747,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000532.jpg
000533.jpg,5.6074,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000533.jpg
000534.jpg,5.3001,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000534.jpg
000535.jpg,4.6128,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000535.jpg
000536.jpg,4.5054,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000536.jpg
000537.jpg,5.8650,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000537.jpg
000538.jpg,5.8652,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000538.jpg
000539.jpg,9.3072,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000539.jpg
000540.jpg,8.9439,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000540.jpg
000541.jpg,9.7818,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000541.jpg
000542.jpg,9.1718,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000542.jpg
000543.jpg,9.4935,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000543.jpg
000544.jpg,8.5816,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000544.jpg
000545.jpg,8.2614,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000545.jpg
000546.jpg,8.1143,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000546.jpg
000547.jpg,7.8501,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000547.jpg
000548.jpg,7.8101,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000548.jpg
000549.jpg,8.2557,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000549.jpg
000550.jpg,9.6685,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000550.jpg
000551.jpg,14.8438,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000551.jpg
000552.jpg,15.6835,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000552.jpg
000553.jpg,16.2525,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000553.jpg
000554.jpg,14.8717,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000554.jpg
000555.jpg,14.6091,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000555.jpg
000556.jpg,15.4808,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000556.jpg
000557.jpg,14.5276,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000557.jpg
000558.jpg,14.4695,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000558.jpg
000559.jpg,15.2193,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000559.jpg
000560.jpg,14.0898,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000560.jpg
000561.jpg,15.0569,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000561.jpg
000562.jpg,14.9030,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000562.jpg
000563.jpg,14.0987,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000563.jpg
000564.jpg,14.8186,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000564.jpg
000565.jpg,14.0247,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000565.jpg
000566.jpg,14.9988,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000566.jpg
000567.jpg,13.4688,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000567.jpg
000568.jpg,15.9261,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000568.jpg
000569.jpg,15.2070,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000569.jpg
000570.jpg,16.8616,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000570.jpg
000571.jpg,15.6576,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000571.jpg
000572.jpg,15.3778,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000572.jpg
000573.jpg,16.5675,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000573.jpg
000574.jpg,15.6122,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000574.jpg
000575.jpg,15.5147,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000575.jpg
000576.jpg,16.2630,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000576.jpg
000577.jpg,14.4663,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000577.jpg
000578.jpg,14.6109,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000578.jpg
000579.jpg,15.9590,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000579.jpg
000580.jpg,14.7782,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000580.jpg
000581.jpg,15.6547,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000581.jpg
000582.jpg,14.5483,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000582.jpg
000583.jpg,15.7470,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000583.jpg
000584.jpg,14.8534,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000584.jpg
000585.jpg,16.1782,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000585.jpg
000586.jpg,16.2105,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000586.jpg
000587.jpg,15.3022,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000587.jpg
000588.jpg,14.8242,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000588.jpg
000589.jpg,15.8329,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000589.jpg
000590.jpg,14.6219,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000590.jpg
000591.jpg,14.6536,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000591.jpg
000592.jpg,15.6966,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000592.jpg
000593.jpg,14.3616,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000593.jpg
000594.jpg,14.5737,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000594.jpg
000595.jpg,15.4013,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000595.jpg
000596.jpg,14.0396,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000596.jpg
000597.jpg,14.9836,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000597.jpg
000598.jpg,14.0877,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000598.jpg
000599.jpg,14.6255,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000599.jpg
000600.jpg,15.2966,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000600.jpg
000601.jpg,14.5547,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000601.jpg
000602.jpg,26.7896,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000602.jpg
000603.jpg,26.9924,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000603.jpg
000604.jpg,18.3436,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000604.jpg
000605.jpg,24.6216,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000605.jpg
000606.jpg,22.2796,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000606.jpg
000607.jpg,27.0585,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000607.jpg
000608.jpg,25.8225,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000608.jpg
000609.jpg,28.4389,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000609.jpg
000610.jpg,32.6722,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000610.jpg
000611.jpg,32.7044,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000611.jpg
000612.jpg,29.0989,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000612.jpg
000613.jpg,30.5346,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000613.jpg
000614.jpg,34.3095,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000614.jpg
000615.jpg,33.7535,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000615.jpg
000616.jpg,30.6172,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000616.jpg
000617.jpg,34.4200,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000617.jpg
000618.jpg,32.7847,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000618.jpg
000619.jpg,34.1165,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000619.jpg
000620.jpg,31.9671,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000620.jpg
000621.jpg,32.8163,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000621.jpg
000622.jpg,34.0328,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000622.jpg
000623.jpg,32.3142,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000623.jpg
000624.jpg,32.1615,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000624.jpg
000625.jpg,33.9457,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000625.jpg
000626.jpg,32.7660,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000626.jpg
000627.jpg,33.0161,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000627.jpg
000628.jpg,33.8432,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000628.jpg
000629.jpg,32.5479,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000629.jpg
000630.jpg,32.3219,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000630.jpg
000631.jpg,33.6304,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000631.jpg
000632.jpg,32.0881,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000632.jpg
000633.jpg,31.6895,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000633.jpg
000634.jpg,33.5552,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000634.jpg
000635.jpg,33.5505,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000635.jpg
000636.jpg,31.9502,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000636.jpg
000637.jpg,32.1409,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000637.jpg
000638.jpg,32.6338,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000638.jpg
000639.jpg,28.1903,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000639.jpg
000640.jpg,26.3836,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000640.jpg
000641.jpg,28.2362,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000641.jpg
000642.jpg,25.0686,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000642.jpg
000643.jpg,26.5188,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000643.jpg
000644.jpg,23.9192,/Users/jeff/python/10_demo/v1/frames_step1/blurred_frames/000644.jpg
